,Unnamed: 0,Unnamed: 0.1,Num_Cells_Strain1,Num_Cells_Strain2,t_deg,k_degA,k_degB,ratioS1,ratioS2,posS1,posS2,Stability,Survivors,New_Stability
2376,2376,2550,6,9,24,0.1,0.3,0.9294999796596228,0.796580764368706,"[[-116  153]
 [  85   43]
 [  -1  164]
 [ 179  188]
 [ -86  -37]
 [ -86  -84]]","[[ -68   23]
 [ 119   71]
 [  63 -117]
 [  42   68]
 [ 161 -177]
 [ 156  -62]
 [ 191 -161]
 [ 132  168]
 [ 154  -99]]",0.6,0.3,1.0
2381,2381,2555,6,9,36,0.1,0.3,0.9294999796596228,0.796580764368706,"[[-116  153]
 [  85   43]
 [  -1  164]
 [ 179  188]
 [ -86  -37]
 [ -86  -84]]","[[ -68   23]
 [ 119   71]
 [  63 -117]
 [  42   68]
 [ 161 -177]
 [ 156  -62]
 [ 191 -161]
 [ 132  168]
 [ 154  -99]]",0.7,0.3,1.0
2387,2387,2561,6,9,46,0.1,0.3,0.9294999796596228,0.796580764368706,"[[-116  153]
 [  85   43]
 [  -1  164]
 [ 179  188]
 [ -86  -37]
 [ -86  -84]]","[[ -68   23]
 [ 119   71]
 [  63 -117]
 [  42   68]
 [ 161 -177]
 [ 156  -62]
 [ 191 -161]
 [ 132  168]
 [ 154  -99]]",0.5,0.5,1.0
2395,2395,2569,6,9,24,0.3,0.3,0.9294999796596228,0.796580764368706,"[[-116  153]
 [  85   43]
 [  -1  164]
 [ 179  188]
 [ -86  -37]
 [ -86  -84]]","[[ -68   23]
 [ 119   71]
 [  63 -117]
 [  42   68]
 [ 161 -177]
 [ 156  -62]
 [ 191 -161]
 [ 132  168]
 [ 154  -99]]",0.9,0.1,1.0
2411,2411,2585,6,9,24,0.3,0.5,0.9294999796596228,0.796580764368706,"[[-116  153]
 [  85   43]
 [  -1  164]
 [ 179  188]
 [ -86  -37]
 [ -86  -84]]","[[ -68   23]
 [ 119   71]
 [  63 -117]
 [  42   68]
 [ 161 -177]
 [ 156  -62]
 [ 191 -161]
 [ 132  168]
 [ 154  -99]]",0.9,0.7,1.0
2433,2433,2607,8,7,12,0.1,0.3,0.7826316192967242,1.081571435133844,"[[ -52  152]
 [-103   -5]
 [-119  144]
 [ 134   30]
 [-141   -4]
 [ 115   37]
 [-145  121]
 [  -4   -7]]","[[ 183 -170]
 [ 195   80]
 [   9  112]
 [  32 -193]
 [ 166   79]
 [-107   70]
 [  49  157]]",0.9,0.7,1.0
2438,2438,2612,8,7,24,0.1,0.3,0.7826316192967242,1.081571435133844,"[[ -52  152]
 [-103   -5]
 [-119  144]
 [ 134   30]
 [-141   -4]
 [ 115   37]
 [-145  121]
 [  -4   -7]]","[[ 183 -170]
 [ 195   80]
 [   9  112]
 [  32 -193]
 [ 166   79]
 [-107   70]
 [  49  157]]",0.5,0.7,1.0
2442,2442,2616,8,7,36,0.1,0.3,0.7826316192967242,1.081571435133844,"[[ -52  152]
 [-103   -5]
 [-119  144]
 [ 134   30]
 [-141   -4]
 [ 115   37]
 [-145  121]
 [  -4   -7]]","[[ 183 -170]
 [ 195   80]
 [   9  112]
 [  32 -193]
 [ 166   79]
 [-107   70]
 [  49  157]]",0.9,0.7,1.0
2447,2447,2621,8,7,46,0.1,0.3,0.7826316192967242,1.081571435133844,"[[ -52  152]
 [-103   -5]
 [-119  144]
 [ 134   30]
 [-141   -4]
 [ 115   37]
 [-145  121]
 [  -4   -7]]","[[ 183 -170]
 [ 195   80]
 [   9  112]
 [  32 -193]
 [ 166   79]
 [-107   70]
 [  49  157]]",0.7,0.7,1.0
2457,2457,2631,8,7,12,0.3,0.3,0.7826316192967242,1.081571435133844,"[[ -52  152]
 [-103   -5]
 [-119  144]
 [ 134   30]
 [-141   -4]
 [ 115   37]
 [-145  121]
 [  -4   -7]]","[[ 183 -170]
 [ 195   80]
 [   9  112]
 [  32 -193]
 [ 166   79]
 [-107   70]
 [  49  157]]",0.5,0.7,1.0
2486,2486,2660,2,2,46,0.3,0.5,1.6614384627739052,1.1212863010241063,"[[-125 -168]
 [ 123  199]]","[[ -14  130]
 [ 142 -125]]",0.9,0.1,1.0
2509,2509,2683,8,5,36,0.1,0.3,1.1731989199000317,1.0629438414402683,"[[ 108  109]
 [ 193 -126]
 [-180   70]
 [-195    5]
 [-119  -45]
 [   2  -78]
 [  81  157]
 [-160  163]]","[[  69  155]
 [-126  -46]
 [-101   12]
 [ 110 -145]
 [   6  157]]",0.1,0.1,1.0
2519,2519,2693,8,5,46,0.1,0.3,1.1731989199000317,1.0629438414402683,"[[ 108  109]
 [ 193 -126]
 [-180   70]
 [-195    5]
 [-119  -45]
 [   2  -78]
 [  81  157]
 [-160  163]]","[[  69  155]
 [-126  -46]
 [-101   12]
 [ 110 -145]
 [   6  157]]",0.6,0.1,1.0
2564,2564,2745,9,1,12,0.1,0.3,1.307961266071518,0.0,"[[  40  -67]
 [  -2    9]
 [-141  153]
 [-164  -68]
 [-138   22]
 [ 123 -144]
 [-125  -74]
 [ -31  -83]
 [ -28 -153]]",[[0 3]],0.2,0.1,1.0
2583,2583,2765,9,1,12,0.3,0.5,1.307961266071518,0.0,"[[  40  -67]
 [  -2    9]
 [-141  153]
 [-164  -68]
 [-138   22]
 [ 123 -144]
 [-125  -74]
 [ -31  -83]
 [ -28 -153]]",[[0 3]],0.2,0.3,1.0
2589,2589,2771,9,1,24,0.3,0.5,1.307961266071518,0.0,"[[  40  -67]
 [  -2    9]
 [-141  153]
 [-164  -68]
 [-138   22]
 [ 123 -144]
 [-125  -74]
 [ -31  -83]
 [ -28 -153]]",[[0 3]],0.2,0.3,1.0
2596,2596,2778,9,1,36,0.3,0.5,1.307961266071518,0.0,"[[  40  -67]
 [  -2    9]
 [-141  153]
 [-164  -68]
 [-138   22]
 [ 123 -144]
 [-125  -74]
 [ -31  -83]
 [ -28 -153]]",[[0 3]],0.3,0.5,1.0
2601,2601,2783,9,1,24,0.1,0.3,1.307961266071518,0.0,"[[  40  -67]
 [  -2    9]
 [-141  153]
 [-164  -68]
 [-138   22]
 [ 123 -144]
 [-125  -74]
 [ -31  -83]
 [ -28 -153]]",[[0 3]],0.3,0.3,1.0
2607,2607,2789,9,1,46,0.3,0.5,1.307961266071518,0.0,"[[  40  -67]
 [  -2    9]
 [-141  153]
 [-164  -68]
 [-138   22]
 [ 123 -144]
 [-125  -74]
 [ -31  -83]
 [ -28 -153]]",[[0 3]],0.2,0.3,1.0
2613,2613,2795,9,1,36,0.1,0.3,1.307961266071518,0.0,"[[  40  -67]
 [  -2    9]
 [-141  153]
 [-164  -68]
 [-138   22]
 [ 123 -144]
 [-125  -74]
 [ -31  -83]
 [ -28 -153]]",[[0 3]],0.2,0.3,1.0
2618,2618,2801,6,9,12,0.1,0.3,1.097955483086429,0.9601490815755124,"[[-179 -146]
 [  11   96]
 [-112  178]
 [ 156   20]
 [ -90   43]
 [   8 -131]]","[[  -6  193]
 [ 182  -18]
 [  88   59]
 [  44  184]
 [  61  -40]
 [  36 -195]
 [ 180  -73]
 [ -96 -101]
 [  10   72]]",0.9,0.3,1.0
2626,2626,2809,6,9,24,0.3,0.3,1.097955483086429,0.9601490815755124,"[[-179 -146]
 [  11   96]
 [-112  178]
 [ 156   20]
 [ -90   43]
 [   8 -131]]","[[  -6  193]
 [ 182  -18]
 [  88   59]
 [  44  184]
 [  61  -40]
 [  36 -195]
 [ 180  -73]
 [ -96 -101]
 [  10   72]]",0.9,0.1,1.0
2631,2631,2814,6,9,36,0.3,0.3,1.097955483086429,0.9601490815755124,"[[-179 -146]
 [  11   96]
 [-112  178]
 [ 156   20]
 [ -90   43]
 [   8 -131]]","[[  -6  193]
 [ 182  -18]
 [  88   59]
 [  44  184]
 [  61  -40]
 [  36 -195]
 [ 180  -73]
 [ -96 -101]
 [  10   72]]",0.8,0.3,1.0
2640,2640,2823,6,9,24,0.1,0.3,1.097955483086429,0.9601490815755124,"[[-179 -146]
 [  11   96]
 [-112  178]
 [ 156   20]
 [ -90   43]
 [   8 -131]]","[[  -6  193]
 [ 182  -18]
 [  88   59]
 [  44  184]
 [  61  -40]
 [  36 -195]
 [ 180  -73]
 [ -96 -101]
 [  10   72]]",0.8,0.3,1.0
2647,2647,2830,6,9,36,0.1,0.3,1.097955483086429,0.9601490815755124,"[[-179 -146]
 [  11   96]
 [-112  178]
 [ 156   20]
 [ -90   43]
 [   8 -131]]","[[  -6  193]
 [ 182  -18]
 [  88   59]
 [  44  184]
 [  61  -40]
 [  36 -195]
 [ 180  -73]
 [ -96 -101]
 [  10   72]]",0.8,0.7,1.0
2652,2652,2835,6,9,46,0.1,0.3,1.097955483086429,0.9601490815755124,"[[-179 -146]
 [  11   96]
 [-112  178]
 [ 156   20]
 [ -90   43]
 [   8 -131]]","[[  -6  193]
 [ 182  -18]
 [  88   59]
 [  44  184]
 [  61  -40]
 [  36 -195]
 [ 180  -73]
 [ -96 -101]
 [  10   72]]",0.8,0.7,1.0
2654,2654,2837,5,7,12,0.3,0.3,1.1736523547042823,0.7319326849413631,"[[-154   56]
 [   1 -177]
 [  87 -160]
 [-196  159]
 [-103  -56]]","[[ -89  -40]
 [ -83  151]
 [-131  -10]
 [  10  191]
 [-122  -68]
 [   0   87]
 [ -55  128]]",0.6,0.1,1.0
2669,2669,2852,5,7,46,0.3,0.3,1.1736523547042823,0.7319326849413631,"[[-154   56]
 [   1 -177]
 [  87 -160]
 [-196  159]
 [-103  -56]]","[[ -89  -40]
 [ -83  151]
 [-131  -10]
 [  10  191]
 [-122  -68]
 [   0   87]
 [ -55  128]]",0.7,0.1,1.0
2675,2675,2858,5,7,24,0.1,0.3,1.1736523547042823,0.7319326849413631,"[[-154   56]
 [   1 -177]
 [  87 -160]
 [-196  159]
 [-103  -56]]","[[ -89  -40]
 [ -83  151]
 [-131  -10]
 [  10  191]
 [-122  -68]
 [   0   87]
 [ -55  128]]",0.8,0.3,1.0
2680,2680,2863,5,7,36,0.1,0.3,1.1736523547042823,0.7319326849413631,"[[-154   56]
 [   1 -177]
 [  87 -160]
 [-196  159]
 [-103  -56]]","[[ -89  -40]
 [ -83  151]
 [-131  -10]
 [  10  191]
 [-122  -68]
 [   0   87]
 [ -55  128]]",0.9,0.3,1.0
2685,2685,2868,7,7,12,0.1,0.3,1.007556905412804,1.060979573996227,"[[ -52  172]
 [ 173 -153]
 [-156   25]
 [ -81  129]
 [  58  -70]
 [ 129  -74]
 [-128  -52]]","[[   1  152]
 [-132  -98]
 [ -82 -198]
 [  42   34]
 [ 142  173]
 [  67 -116]
 [ 135  161]]",0.8,0.5,1.0
2691,2691,2874,7,7,24,0.1,0.3,1.007556905412804,1.060979573996227,"[[ -52  172]
 [ 173 -153]
 [-156   25]
 [ -81  129]
 [  58  -70]
 [ 129  -74]
 [-128  -52]]","[[   1  152]
 [-132  -98]
 [ -82 -198]
 [  42   34]
 [ 142  173]
 [  67 -116]
 [ 135  161]]",0.7,0.7,1.0
2695,2695,2878,7,7,36,0.1,0.3,1.007556905412804,1.060979573996227,"[[ -52  172]
 [ 173 -153]
 [-156   25]
 [ -81  129]
 [  58  -70]
 [ 129  -74]
 [-128  -52]]","[[   1  152]
 [-132  -98]
 [ -82 -198]
 [  42   34]
 [ 142  173]
 [  67 -116]
 [ 135  161]]",0.9,0.5,1.0
2698,2698,2881,5,7,46,0.1,0.3,1.1736523547042823,0.7319326849413631,"[[-154   56]
 [   1 -177]
 [  87 -160]
 [-196  159]
 [-103  -56]]","[[ -89  -40]
 [ -83  151]
 [-131  -10]
 [  10  191]
 [-122  -68]
 [   0   87]
 [ -55  128]]",0.9,0.3,1.0
2704,2704,2887,7,7,46,0.1,0.3,1.007556905412804,1.060979573996227,"[[ -52  172]
 [ 173 -153]
 [-156   25]
 [ -81  129]
 [  58  -70]
 [ 129  -74]
 [-128  -52]]","[[   1  152]
 [-132  -98]
 [ -82 -198]
 [  42   34]
 [ 142  173]
 [  67 -116]
 [ 135  161]]",0.9,0.7,1.0
2728,2728,2911,7,7,12,0.3,0.5,1.007556905412804,1.060979573996227,"[[ -52  172]
 [ 173 -153]
 [-156   25]
 [ -81  129]
 [  58  -70]
 [ 129  -74]
 [-128  -52]]","[[   1  152]
 [-132  -98]
 [ -82 -198]
 [  42   34]
 [ 142  173]
 [  67 -116]
 [ 135  161]]",0.9,0.7,1.0
2732,2732,2915,7,7,12,0.5,0.3,1.007556905412804,1.060979573996227,"[[ -52  172]
 [ 173 -153]
 [-156   25]
 [ -81  129]
 [  58  -70]
 [ 129  -74]
 [-128  -52]]","[[   1  152]
 [-132  -98]
 [ -82 -198]
 [  42   34]
 [ 142  173]
 [  67 -116]
 [ 135  161]]",0.9,0.7,1.0
2734,2734,2917,7,7,12,0.1,0.3,0.7779864353873623,1.1809346863524175,"[[ 55 170]
 [-77 -96]
 [ 23  79]
 [158   1]
 [155 190]
 [103 130]
 [119  37]]","[[  95  132]
 [   9  -13]
 [-171 -126]
 [  47  185]
 [ 153 -178]
 [-111   -5]
 [ 189 -135]]",0.7,0.3,1.0
2739,2739,2922,7,7,24,0.1,0.3,0.7779864353873623,1.1809346863524175,"[[ 55 170]
 [-77 -96]
 [ 23  79]
 [158   1]
 [155 190]
 [103 130]
 [119  37]]","[[  95  132]
 [   9  -13]
 [-171 -126]
 [  47  185]
 [ 153 -178]
 [-111   -5]
 [ 189 -135]]",0.9,0.3,1.0
2743,2743,2926,7,7,36,0.1,0.3,0.7779864353873623,1.1809346863524175,"[[ 55 170]
 [-77 -96]
 [ 23  79]
 [158   1]
 [155 190]
 [103 130]
 [119  37]]","[[  95  132]
 [   9  -13]
 [-171 -126]
 [  47  185]
 [ 153 -178]
 [-111   -5]
 [ 189 -135]]",0.6,0.3,1.0
2749,2749,2932,7,7,46,0.1,0.3,0.7779864353873623,1.1809346863524175,"[[ 55 170]
 [-77 -96]
 [ 23  79]
 [158   1]
 [155 190]
 [103 130]
 [119  37]]","[[  95  132]
 [   9  -13]
 [-171 -126]
 [  47  185]
 [ 153 -178]
 [-111   -5]
 [ 189 -135]]",0.8,0.5,1.0
2761,2761,2944,7,7,24,0.3,0.3,0.7779864353873623,1.1809346863524175,"[[ 55 170]
 [-77 -96]
 [ 23  79]
 [158   1]
 [155 190]
 [103 130]
 [119  37]]","[[  95  132]
 [   9  -13]
 [-171 -126]
 [  47  185]
 [ 153 -178]
 [-111   -5]
 [ 189 -135]]",0.5,0.9,1.0
2766,2766,2949,7,7,36,0.3,0.3,0.7779864353873623,1.1809346863524175,"[[ 55 170]
 [-77 -96]
 [ 23  79]
 [158   1]
 [155 190]
 [103 130]
 [119  37]]","[[  95  132]
 [   9  -13]
 [-171 -126]
 [  47  185]
 [ 153 -178]
 [-111   -5]
 [ 189 -135]]",0.6,0.9,1.0
2771,2771,2954,7,7,46,0.3,0.3,0.7779864353873623,1.1809346863524175,"[[ 55 170]
 [-77 -96]
 [ 23  79]
 [158   1]
 [155 190]
 [103 130]
 [119  37]]","[[  95  132]
 [   9  -13]
 [-171 -126]
 [  47  185]
 [ 153 -178]
 [-111   -5]
 [ 189 -135]]",0.6,0.9,1.0
2802,2802,2985,6,2,24,0.3,0.5,0.6092724577486318,0.1171061680740685,"[[ -75  -78]
 [  -6  -20]
 [ 178 -184]
 [-104  -73]
 [-117 -129]
 [  58 -146]]","[[164  71]
 [171  41]]",0.7,0.3,1.0
2809,2809,2992,6,2,36,0.3,0.5,0.6092724577486318,0.1171061680740685,"[[ -75  -78]
 [  -6  -20]
 [ 178 -184]
 [-104  -73]
 [-117 -129]
 [  58 -146]]","[[164  71]
 [171  41]]",0.9,0.7,1.0
2817,2817,3000,6,2,46,0.3,0.5,0.6092724577486318,0.1171061680740685,"[[ -75  -78]
 [  -6  -20]
 [ 178 -184]
 [-104  -73]
 [-117 -129]
 [  58 -146]]","[[164  71]
 [171  41]]",0.9,0.5,1.0
2834,2834,3017,4,7,12,0.1,0.3,0.9392869376119588,0.9172920137076904,"[[  60 -198]
 [  17 -189]
 [-178  -16]
 [-199 -106]]","[[ -78  168]
 [-130 -134]
 [ -66  -40]
 [ 131  -50]
 [  -3  -99]
 [ 168  -25]
 [ -74   21]]",0.9,0.1,1.0
2840,2840,3023,4,7,24,0.1,0.3,0.9392869376119588,0.9172920137076904,"[[  60 -198]
 [  17 -189]
 [-178  -16]
 [-199 -106]]","[[ -78  168]
 [-130 -134]
 [ -66  -40]
 [ 131  -50]
 [  -3  -99]
 [ 168  -25]
 [ -74   21]]",0.8,0.5,1.0
2846,2846,3029,4,7,36,0.1,0.3,0.9392869376119588,0.9172920137076904,"[[  60 -198]
 [  17 -189]
 [-178  -16]
 [-199 -106]]","[[ -78  168]
 [-130 -134]
 [ -66  -40]
 [ 131  -50]
 [  -3  -99]
 [ 168  -25]
 [ -74   21]]",0.5,0.7,1.0
2856,2856,3039,4,7,46,0.1,0.3,0.9392869376119588,0.9172920137076904,"[[  60 -198]
 [  17 -189]
 [-178  -16]
 [-199 -106]]","[[ -78  168]
 [-130 -134]
 [ -66  -40]
 [ 131  -50]
 [  -3  -99]
 [ 168  -25]
 [ -74   21]]",0.7,0.7,1.0
2881,2881,3064,4,7,24,0.3,0.5,0.9392869376119588,0.9172920137076904,"[[  60 -198]
 [  17 -189]
 [-178  -16]
 [-199 -106]]","[[ -78  168]
 [-130 -134]
 [ -66  -40]
 [ 131  -50]
 [  -3  -99]
 [ 168  -25]
 [ -74   21]]",0.8,0.9,1.0
2924,2924,3107,5,2,12,0.3,0.5,0.9050838532828308,0.8788681520165081,"[[  24  -78]
 [ -97 -125]
 [ 163 -125]
 [ -81  113]
 [ -79 -109]]","[[ -45   12]
 [-175  147]]",0.9,0.7,1.0
2928,2928,3111,5,2,46,0.3,0.5,0.9050838532828308,0.8788681520165081,"[[  24  -78]
 [ -97 -125]
 [ 163 -125]
 [ -81  113]
 [ -79 -109]]","[[ -45   12]
 [-175  147]]",0.9,0.7,1.0
2949,2949,3132,6,6,24,0.1,0.3,0.9727481058006962,1.01928942347066,"[[  33   -9]
 [-171  121]
 [ 137  121]
 [ 105  191]
 [ -49  189]
 [-174   52]]","[[-187  -63]
 [-155  191]
 [-140   81]
 [  63   11]
 [ -90  129]
 [ -82 -191]]",0.8,0.5,1.0
2954,2954,3137,6,6,36,0.1,0.3,0.9727481058006962,1.01928942347066,"[[  33   -9]
 [-171  121]
 [ 137  121]
 [ 105  191]
 [ -49  189]
 [-174   52]]","[[-187  -63]
 [-155  191]
 [-140   81]
 [  63   11]
 [ -90  129]
 [ -82 -191]]",0.9,0.5,1.0
2959,2959,3142,6,6,46,0.1,0.3,0.9727481058006962,1.01928942347066,"[[  33   -9]
 [-171  121]
 [ 137  121]
 [ 105  191]
 [ -49  189]
 [-174   52]]","[[-187  -63]
 [-155  191]
 [-140   81]
 [  63   11]
 [ -90  129]
 [ -82 -191]]",0.8,0.7,1.0
2976,2976,3159,6,6,46,0.3,0.3,0.9727481058006962,1.01928942347066,"[[  33   -9]
 [-171  121]
 [ 137  121]
 [ 105  191]
 [ -49  189]
 [-174   52]]","[[-187  -63]
 [-155  191]
 [-140   81]
 [  63   11]
 [ -90  129]
 [ -82 -191]]",0.8,0.3,1.0
3003,3003,3186,6,6,12,0.5,0.3,0.9727481058006962,1.01928942347066,"[[  33   -9]
 [-171  121]
 [ 137  121]
 [ 105  191]
 [ -49  189]
 [-174   52]]","[[-187  -63]
 [-155  191]
 [-140   81]
 [  63   11]
 [ -90  129]
 [ -82 -191]]",0.9,0.7,1.0
3007,3007,3190,6,6,24,0.5,0.3,0.9727481058006962,1.01928942347066,"[[  33   -9]
 [-171  121]
 [ 137  121]
 [ 105  191]
 [ -49  189]
 [-174   52]]","[[-187  -63]
 [-155  191]
 [-140   81]
 [  63   11]
 [ -90  129]
 [ -82 -191]]",0.9,0.7,1.0
3107,3107,3290,1,10,12,0.1,0.3,0.0,1.2047205627676647,[[100 138]],"[[  74  162]
 [  88   53]
 [  44   32]
 [ -79  181]
 [ 123  118]
 [ -66  -42]
 [ -58 -173]
 [  11 -175]
 [ 192  -43]
 [-169  137]]",0.2,0.1,1.0
3113,3113,3296,1,10,24,0.1,0.3,0.0,1.2047205627676647,[[100 138]],"[[  74  162]
 [  88   53]
 [  44   32]
 [ -79  181]
 [ 123  118]
 [ -66  -42]
 [ -58 -173]
 [  11 -175]
 [ 192  -43]
 [-169  137]]",0.1,0.3,1.0
3116,3116,3299,1,10,36,0.1,0.3,0.0,1.2047205627676647,[[100 138]],"[[  74  162]
 [  88   53]
 [  44   32]
 [ -79  181]
 [ 123  118]
 [ -66  -42]
 [ -58 -173]
 [  11 -175]
 [ 192  -43]
 [-169  137]]",0.1,0.1,1.0
3141,3141,3324,1,10,46,0.1,0.3,0.0,1.2047205627676647,[[100 138]],"[[  74  162]
 [  88   53]
 [  44   32]
 [ -79  181]
 [ 123  118]
 [ -66  -42]
 [ -58 -173]
 [  11 -175]
 [ 192  -43]
 [-169  137]]",0.1,0.3,1.0
3172,3172,3357,1,10,12,0.3,0.5,0.0,1.2047205627676647,[[100 138]],"[[  74  162]
 [  88   53]
 [  44   32]
 [ -79  181]
 [ 123  118]
 [ -66  -42]
 [ -58 -173]
 [  11 -175]
 [ 192  -43]
 [-169  137]]",0.2,0.3,1.0
3177,3177,3362,1,10,24,0.3,0.5,0.0,1.2047205627676647,[[100 138]],"[[  74  162]
 [  88   53]
 [  44   32]
 [ -79  181]
 [ 123  118]
 [ -66  -42]
 [ -58 -173]
 [  11 -175]
 [ 192  -43]
 [-169  137]]",0.1,0.3,1.0
3181,3181,3367,1,10,46,0.3,0.5,0.0,1.2047205627676647,[[100 138]],"[[  74  162]
 [  88   53]
 [  44   32]
 [ -79  181]
 [ 123  118]
 [ -66  -42]
 [ -58 -173]
 [  11 -175]
 [ 192  -43]
 [-169  137]]",0.2,0.3,1.0
3188,3188,3374,1,10,36,0.5,0.3,0.0,1.2047205627676647,[[100 138]],"[[  74  162]
 [  88   53]
 [  44   32]
 [ -79  181]
 [ 123  118]
 [ -66  -42]
 [ -58 -173]
 [  11 -175]
 [ 192  -43]
 [-169  137]]",0.9,0.7,1.0
3192,3192,3378,1,10,46,0.5,0.3,0.0,1.2047205627676647,[[100 138]],"[[  74  162]
 [  88   53]
 [  44   32]
 [ -79  181]
 [ 123  118]
 [ -66  -42]
 [ -58 -173]
 [  11 -175]
 [ 192  -43]
 [-169  137]]",0.9,0.7,1.0
3210,3210,3396,1,10,46,0.5,0.5,0.0,1.2047205627676647,[[100 138]],"[[  74  162]
 [  88   53]
 [  44   32]
 [ -79  181]
 [ 123  118]
 [ -66  -42]
 [ -58 -173]
 [  11 -175]
 [ 192  -43]
 [-169  137]]",0.4,0.5,1.0
3215,3215,3414,3,6,12,0.1,0.3,0.9014701719169264,1.104083682510716,"[[  -2 -156]
 [ 188   46]
 [ 109  -25]]","[[ 121 -104]
 [ 122   67]
 [   1  177]
 [ 160  142]
 [  64  113]
 [-199  -92]]",0.2,0.5,1.0
3219,3219,3418,3,2,12,0.1,0.3,1.5523126191185483,0.8379102429405868,"[[ 109 -188]
 [  30  167]
 [  65    6]]","[[-33 -25]
 [ 69  57]]",0.8,0.3,1.0
3224,3224,3423,3,2,24,0.1,0.3,1.5523126191185483,0.8379102429405868,"[[ 109 -188]
 [  30  167]
 [  65    6]]","[[-33 -25]
 [ 69  57]]",0.8,0.3,1.0
3229,3229,3428,3,2,36,0.1,0.3,1.5523126191185483,0.8379102429405868,"[[ 109 -188]
 [  30  167]
 [  65    6]]","[[-33 -25]
 [ 69  57]]",0.6,0.3,1.0
3260,3260,3459,3,2,12,0.3,0.5,1.5523126191185483,0.8379102429405868,"[[ 109 -188]
 [  30  167]
 [  65    6]]","[[-33 -25]
 [ 69  57]]",0.9,0.7,1.0
3264,3264,3463,3,2,24,0.3,0.5,1.5523126191185483,0.8379102429405868,"[[ 109 -188]
 [  30  167]
 [  65    6]]","[[-33 -25]
 [ 69  57]]",0.9,0.7,1.0
3268,3268,3467,3,2,36,0.3,0.5,1.5523126191185483,0.8379102429405868,"[[ 109 -188]
 [  30  167]
 [  65    6]]","[[-33 -25]
 [ 69  57]]",0.8,0.7,1.0
3293,3293,3494,3,6,36,0.3,0.5,0.9014701719169264,1.104083682510716,"[[  -2 -156]
 [ 188   46]
 [ 109  -25]]","[[ 121 -104]
 [ 122   67]
 [   1  177]
 [ 160  142]
 [  64  113]
 [-199  -92]]",0.8,0.7,1.0
3297,3297,3498,3,6,24,0.1,0.3,0.9014701719169264,1.104083682510716,"[[  -2 -156]
 [ 188   46]
 [ 109  -25]]","[[ 121 -104]
 [ 122   67]
 [   1  177]
 [ 160  142]
 [  64  113]
 [-199  -92]]",0.4,0.5,1.0
3303,3303,3506,3,6,36,0.1,0.3,0.9014701719169264,1.104083682510716,"[[  -2 -156]
 [ 188   46]
 [ 109  -25]]","[[ 121 -104]
 [ 122   67]
 [   1  177]
 [ 160  142]
 [  64  113]
 [-199  -92]]",0.4,0.7,1.0
3312,3312,3515,3,3,24,0.1,0.3,0.7778915516492615,1.0204130577452186,"[[  23 -187]
 [  99   -1]
 [  67   36]]","[[ -55 -127]
 [ 180 -197]
 [-115 -188]]",0.5,0.5,1.0
3316,3316,3519,3,3,36,0.1,0.3,0.7778915516492615,1.0204130577452186,"[[  23 -187]
 [  99   -1]
 [  67   36]]","[[ -55 -127]
 [ 180 -197]
 [-115 -188]]",0.4,0.3,1.0
3321,3321,3524,3,6,46,0.1,0.3,0.9014701719169264,1.104083682510716,"[[  -2 -156]
 [ 188   46]
 [ 109  -25]]","[[ 121 -104]
 [ 122   67]
 [   1  177]
 [ 160  142]
 [  64  113]
 [-199  -92]]",0.7,0.3,1.0
3358,3358,3562,3,3,36,0.3,0.5,0.7778915516492615,1.0204130577452186,"[[  23 -187]
 [  99   -1]
 [  67   36]]","[[ -55 -127]
 [ 180 -197]
 [-115 -188]]",0.7,0.7,1.0
3364,3364,3568,3,3,46,0.3,0.5,0.7778915516492615,1.0204130577452186,"[[  23 -187]
 [  99   -1]
 [  67   36]]","[[ -55 -127]
 [ 180 -197]
 [-115 -188]]",0.8,0.9,1.0
3369,3369,3574,5,2,12,0.1,0.3,1.1678164472661008,0.9247344315315048,"[[ 159  119]
 [-105 -102]
 [ -45  -27]
 [ 121  108]
 [-104 -153]]","[[ -27   36]
 [-176  -49]]",0.8,0.7,1.0
3374,3374,3579,5,2,24,0.1,0.3,1.1678164472661008,0.9247344315315048,"[[ 159  119]
 [-105 -102]
 [ -45  -27]
 [ 121  108]
 [-104 -153]]","[[ -27   36]
 [-176  -49]]",0.6,0.7,1.0
3378,3378,3583,5,2,36,0.1,0.3,1.1678164472661008,0.9247344315315048,"[[ 159  119]
 [-105 -102]
 [ -45  -27]
 [ 121  108]
 [-104 -153]]","[[ -27   36]
 [-176  -49]]",0.7,0.5,1.0
3383,3383,3588,5,2,46,0.1,0.3,1.1678164472661008,0.9247344315315048,"[[ 159  119]
 [-105 -102]
 [ -45  -27]
 [ 121  108]
 [-104 -153]]","[[ -27   36]
 [-176  -49]]",0.8,0.5,1.0
3407,3407,3612,7,4,12,0.1,0.3,0.9682338092763272,1.2213807217314545,"[[ 141 -168]
 [-154  -39]
 [   8 -143]
 [  89  105]
 [-181   59]
 [-139    3]
 [ -74  -56]]","[[  46  145]
 [-102  -11]
 [ 193  -83]
 [-171  111]]",0.8,0.3,1.0
3432,3432,3638,7,4,24,0.1,0.3,0.9682338092763272,1.2213807217314545,"[[ 141 -168]
 [-154  -39]
 [   8 -143]
 [  89  105]
 [-181   59]
 [-139    3]
 [ -74  -56]]","[[  46  145]
 [-102  -11]
 [ 193  -83]
 [-171  111]]",0.8,0.3,1.0
