,Num_Cells_Strain1,Num_Cells_Strain2,Num_Cells_Strain3,t_deg,k_degA,k_degB,ratioS1,ratioS2,ratioS3_S1,ratioS3_S2,posS1,posS2,posS3,Stability
113,2,1,1,24,0.3,0.3,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.0
114,2,1,1,36,0.3,0.3,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.0
115,2,1,1,46,0.3,0.3,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.0
116,2,1,1,12,0.3,0.5,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.2
117,2,1,1,24,0.3,0.5,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.1
118,2,1,1,36,0.3,0.5,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.3
119,2,1,1,24,0.1,0.3,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.1
120,2,1,1,46,0.3,0.5,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.2
121,2,1,1,12,0.3,0.6,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],1.0
122,2,1,1,24,0.3,0.6,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],1.0
123,2,1,1,36,0.3,0.6,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],1.0
124,2,1,1,46,0.3,0.6,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],1.0
125,2,1,1,12,0.6,0.3,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.0
126,2,1,1,24,0.6,0.3,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.0
127,2,1,1,36,0.6,0.3,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.1
128,2,1,1,46,0.6,0.3,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.0
129,2,1,1,12,0.6,0.5,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.1
130,2,1,1,36,0.1,0.3,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.1
131,2,1,1,24,0.6,0.5,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.4
132,2,1,1,36,0.6,0.5,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.7
133,2,1,1,46,0.6,0.5,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.5
134,2,1,1,12,0.6,0.6,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],1.0
135,2,1,1,24,0.6,0.6,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],1.0
136,2,1,1,36,0.6,0.6,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],1.0
137,2,1,1,46,0.6,0.6,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],1.0
138,2,1,1,46,0.1,0.3,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],0.0
139,2,1,1,12,0.1,0.5,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],1.0
140,2,1,1,24,0.1,0.5,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],1.0
141,2,1,1,36,0.1,0.5,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],1.0
142,2,1,1,46,0.1,0.5,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],1.0
143,2,1,1,12,0.1,0.6,5,5,5,5,"[[0 0]
 [0 0]]",[[0 0]],[[0 0]],1.0
