,Num_Cells_Strain1,Num_Cells_Strain2,t_deg,k_degA,k_degB,ratioS1,ratioS2,posS1,posS2,Stability
2194,1,3,24,0.1,0.3,0.0,1.5099156565085268,[[-108  133]],"[[ 131  -73]
 [-164  101]
 [ -88   62]]",0.2
2290,4,6,24,0.1,0.3,1.1907042130773002,0.8831299825173134,"[[-160   87]
 [ -38   42]
 [ 191  -91]
 [ 188  132]]","[[  29  135]
 [ -51  133]
 [ -17 -186]
 [-156  -28]
 [-120  175]
 [ -71  -12]]",0.6
2378,4,6,24,0.1,0.3,1.0741254965923384,0.9436776513803172,"[[-185   -5]
 [-180   23]
 [ 103 -151]
 [ -26  177]]","[[ 138   97]
 [ -31 -190]
 [-117  165]
 [  26   10]
 [  74  -56]
 [  59  172]]",0.7
2397,9,9,24,0.1,0.3,1.1084491666836236,1.047334202122593,"[[-174   -9]
 [-139   33]
 [  51 -172]
 [ -81 -120]
 [ 151 -143]
 [ -23   36]
 [ 139  104]
 [ 144   -9]
 [  28  -40]]","[[  82   42]
 [ -89   55]
 [  -5 -180]
 [  87   81]
 [-138    1]
 [ 190  129]
 [ -42  -66]
 [ -98  -84]
 [  19 -143]]",0.4
2503,6,9,24,0.1,0.3,0.9294999796596228,0.796580764368706,"[[-116  153]
 [  85   43]
 [  -1  164]
 [ 179  188]
 [ -86  -37]
 [ -86  -84]]","[[ -68   23]
 [ 119   71]
 [  63 -117]
 [  42   68]
 [ 161 -177]
 [ 156  -62]
 [ 191 -161]
 [ 132  168]
 [ 154  -99]]",0.6
2558,8,7,24,0.1,0.3,0.7826316192967242,1.081571435133844,"[[ -52  152]
 [-103   -5]
 [-119  144]
 [ 134   30]
 [-141   -4]
 [ 115   37]
 [-145  121]
 [  -4   -7]]","[[ 183 -170]
 [ 195   80]
 [   9  112]
 [  32 -193]
 [ 166   79]
 [-107   70]
 [  49  157]]",0.5
2605,2,2,24,0.1,0.3,1.6614384627739052,1.1212863010241063,"[[-125 -168]
 [ 123  199]]","[[ -14  130]
 [ 142 -125]]",0.5
2628,8,5,24,0.1,0.3,1.1731989199000317,1.0629438414402683,"[[ 108  109]
 [ 193 -126]
 [-180   70]
 [-195    5]
 [-119  -45]
 [   2  -78]
 [  81  157]
 [-160  163]]","[[  69  155]
 [-126  -46]
 [-101   12]
 [ 110 -145]
 [   6  157]]",0.5
2730,9,1,24,0.1,0.3,1.307961266071518,0.0,"[[  40  -67]
 [  -2    9]
 [-141  153]
 [-164  -68]
 [-138   22]
 [ 123 -144]
 [-125  -74]
 [ -31  -83]
 [ -28 -153]]",[[0 3]],0.3
2735,9,1,24,0.1,0.3,1.307961266071518,0.0,"[[  40  -67]
 [  -2    9]
 [-141  153]
 [-164  -68]
 [-138   22]
 [ 123 -144]
 [-125  -74]
 [ -31  -83]
 [ -28 -153]]",[[0 3]],0.3
2774,6,9,24,0.1,0.3,1.097955483086429,0.9601490815755124,"[[-179 -146]
 [  11   96]
 [-112  178]
 [ 156   20]
 [ -90   43]
 [   8 -131]]","[[  -6  193]
 [ 182  -18]
 [  88   59]
 [  44  184]
 [  61  -40]
 [  36 -195]
 [ 180  -73]
 [ -96 -101]
 [  10   72]]",0.8
2809,5,7,24,0.1,0.3,1.1736523547042823,0.7319326849413631,"[[-154   56]
 [   1 -177]
 [  87 -160]
 [-196  159]
 [-103  -56]]","[[ -89  -40]
 [ -83  151]
 [-131  -10]
 [  10  191]
 [-122  -68]
 [   0   87]
 [ -55  128]]",0.8
2823,7,7,24,0.1,0.3,1.007556905412804,1.060979573996227,"[[ -52  172]
 [ 173 -153]
 [-156   25]
 [ -81  129]
 [  58  -70]
 [ 129  -74]
 [-128  -52]]","[[   1  152]
 [-132  -98]
 [ -82 -198]
 [  42   34]
 [ 142  173]
 [  67 -116]
 [ 135  161]]",0.7
2945,6,2,24,0.1,0.3,0.6092724577486318,0.1171061680740685,"[[ -75  -78]
 [  -6  -20]
 [ 178 -184]
 [-104  -73]
 [-117 -129]
 [  58 -146]]","[[164  71]
 [171  41]]",0.4
2973,4,7,24,0.1,0.3,0.9392869376119588,0.9172920137076904,"[[  60 -198]
 [  17 -189]
 [-178  -16]
 [-199 -106]]","[[ -78  168]
 [-130 -134]
 [ -66  -40]
 [ 131  -50]
 [  -3  -99]
 [ 168  -25]
 [ -74   21]]",0.8
3082,6,6,24,0.1,0.3,0.9727481058006962,1.01928942347066,"[[  33   -9]
 [-171  121]
 [ 137  121]
 [ 105  191]
 [ -49  189]
 [-174   52]]","[[-187  -63]
 [-155  191]
 [-140   81]
 [  63   11]
 [ -90  129]
 [ -82 -191]]",0.8
3207,1,1,24,0.1,0.3,0.0,0.0,[[-177  198]],[[157  20]],0.9
3216,1,1,24,0.1,0.3,0.0,0.0,[[-181  101]],[[-48  11]],0.8
3370,3,2,24,0.1,0.3,1.5523126191185483,0.8379102429405868,"[[ 109 -188]
 [  30  167]
 [  65    6]]","[[-33 -25]
 [ 69  57]]",0.8
3444,3,6,24,0.1,0.3,0.9014701719169264,1.104083682510716,"[[  -2 -156]
 [ 188   46]
 [ 109  -25]]","[[ 121 -104]
 [ 122   67]
 [   1  177]
 [ 160  142]
 [  64  113]
 [-199  -92]]",0.4
3461,3,3,24,0.1,0.3,0.7778915516492615,1.0204130577452186,"[[  23 -187]
 [  99   -1]
 [  67   36]]","[[ -55 -127]
 [ 180 -197]
 [-115 -188]]",0.5
3519,5,2,24,0.1,0.3,1.1678164472661008,0.9247344315315048,"[[ 159  119]
 [-105 -102]
 [ -45  -27]
 [ 121  108]
 [-104 -153]]","[[ -27   36]
 [-176  -49]]",0.6
3580,7,4,24,0.1,0.3,0.9682338092763272,1.2213807217314545,"[[ 141 -168]
 [-154  -39]
 [   8 -143]
 [  89  105]
 [-181   59]
 [-139    3]
 [ -74  -56]]","[[  46  145]
 [-102  -11]
 [ 193  -83]
 [-171  111]]",0.8
3600,4,3,24,0.1,0.3,1.065947197626856,1.1386633116715328,"[[ -99 -187]
 [ 147  -77]
 [  81  -73]
 [-152   89]]","[[  58   88]
 [ 143   60]
 [-188 -110]]",0.4
3645,8,2,24,0.1,0.3,1.0023421318622232,1.2629692373134618,"[[-147 -176]
 [ 163   22]
 [ 177   61]
 [ -93  -85]
 [ 158 -200]
 [ 199   29]
 [ -14 -125]
 [ -94  126]]","[[-102 -190]
 [ -75  116]]",0.3
3772,1,3,24,0.1,0.3,0.0,0.6529871554106753,[[173 -72]],"[[-176 -173]
 [ -15 -157]
 [ -22  -28]]",0.6
3853,5,2,24,0.1,0.3,1.2063783436113609,1.2847610739098227,"[[   6  -94]
 [  -4  110]
 [-110  -12]
 [-195   33]
 [ -93 -156]]","[[-136    3]
 [  53   38]]",0.5
3876,4,4,24,0.1,0.3,1.1167825209977933,0.9487023375538824,"[[  43  -68]
 [ -81 -145]
 [-176  189]
 [ -97  172]]","[[  11 -185]
 [-173  -74]
 [ -35  -29]
 [ 141   23]]",0.3
3934,2,1,24,0.1,0.3,1.2071832221622416,0.0,"[[-164  108]
 [ -64  -83]]",[[-189 -118]],0.3
4004,8,6,24,0.1,0.3,0.9119226711998988,1.208196000843566,"[[-181  -14]
 [ -47  -70]
 [  -9 -140]
 [ -21 -136]
 [  34   33]
 [ -68  -31]
 [ 198   -1]
 [ -41  197]]","[[ -68 -199]
 [  48 -185]
 [-188  172]
 [ 199  -75]
 [  84  -68]
 [-141  -67]]",0.5
4019,4,5,24,0.1,0.3,1.2936535430558038,0.865023260502975,"[[-154  156]
 [ 157  -72]
 [-138 -155]
 [-194  -97]]","[[ 176   34]
 [-171   44]
 [   3   57]
 [-118    7]
 [ -62  -85]]",0.8
4077,7,7,24,0.1,0.3,1.1575159310531913,0.8816526246833015,"[[  95   73]
 [-110   96]
 [ 189  153]
 [-126   89]
 [ 180  167]
 [  33  119]
 [-180 -197]]","[[ -30    3]
 [  -3   90]
 [  84  160]
 [-181   31]
 [  95   -3]
 [  54 -102]
 [-152  -13]]",0.7
4178,10,6,24,0.1,0.3,1.0903745266105231,0.7326472066627041,"[[ 101 -178]
 [  67   -6]
 [  15  166]
 [ 127  102]
 [-155 -144]
 [ -59 -131]
 [  39   80]
 [  90  190]
 [  82  -72]
 [  24  124]]","[[ -85 -112]
 [  77  -86]
 [  31 -119]
 [  57 -194]
 [ 140  -48]
 [  79   18]]",0.6
4225,10,9,24,0.1,0.3,1.0235417421994255,1.1018958547273816,"[[ 158  114]
 [-119 -118]
 [  78   -3]
 [-141 -139]
 [  83  149]
 [-182   92]
 [ -66 -137]
 [  27  -30]
 [ 138 -119]
 [ 130  189]]","[[-147  146]
 [ 191 -103]
 [ 141  118]
 [-147   18]
 [-189  -87]
 [-105 -150]
 [ 104  186]
 [   5   58]
 [  52  185]]",0.7
4283,5,5,24,0.1,0.3,0.9450449472414704,1.0200508445872067,"[[ 179   65]
 [-126  -23]
 [ -68  -60]
 [  89 -120]
 [ 156  -92]]","[[ -31  139]
 [-166  -47]
 [-172   75]
 [   6 -157]
 [  76   67]]",0.3
4378,3,5,24,0.1,0.3,0.9473959222757526,0.9949692966741304,"[[133  90]
 [ 77 -86]
 [-90 -36]]","[[  71 -142]
 [-159   -2]
 [-109   70]
 [ -86 -190]
 [-185  115]]",0.3
4402,7,7,24,0.1,0.3,1.0934666469978636,0.9441195121866104,"[[-126 -196]
 [-200  -91]
 [-103  151]
 [ -84  172]
 [  52 -189]
 [  84  110]
 [  63   74]]","[[ 152   53]
 [ -83  128]
 [-141   99]
 [ 132  163]
 [ 147   40]
 [-121 -146]
 [ 111  165]]",0.6
4451,6,1,24,0.1,0.3,1.3110045718085277,0.0,"[[ -38  -71]
 [-133  -57]
 [-183  191]
 [ -22 -168]
 [  35 -117]
 [ 189 -161]]",[[-134  -36]],0.4
4588,8,4,24,0.1,0.3,0.8719195063178997,0.8720656335550803,"[[ -70 -166]
 [  93  -90]
 [-124 -165]
 [  43  178]
 [  16   62]
 [ -18  -43]
 [-124 -118]
 [  45  162]]","[[ 108  -95]
 [-139   62]
 [-188  142]
 [-163  134]]",0.7
4758,7,5,24,0.1,0.3,0.8748543880155054,0.9499304080889982,"[[  31  163]
 [-124  -30]
 [  87  126]
 [ 128  -69]
 [-147  129]
 [  34  -34]
 [-105   62]]","[[   4 -186]
 [ 143   26]
 [ -93   64]
 [ 174  -98]
 [ 200  -70]]",0.6
4782,6,1,24,0.1,0.3,1.0095484674457944,0.0,"[[-165  150]
 [ -19   47]
 [  84  151]
 [  93  188]
 [  63  -32]
 [ -45 -109]]",[[167  59]],0.2
4908,6,6,24,0.1,0.3,1.134261026516054,0.9006226271641705,"[[-147   99]
 [ -64  131]
 [-149 -183]
 [  47  156]
 [  37 -188]
 [  16 -117]]","[[-102 -165]
 [  -7   42]
 [  38  -72]
 [ 100  199]
 [  94    0]
 [ 134  -55]]",0.7
5068,4,3,24,0.1,0.3,1.0190796584452315,0.998172332009968,"[[-166   98]
 [ 100   26]
 [-193 -172]
 [ -52  -69]]","[[-84 132]
 [151 -83]
 [-63 182]]",0.5
5073,4,3,24,0.1,0.3,1.0190796584452315,0.998172332009968,"[[-166   98]
 [ 100   26]
 [-193 -172]
 [ -52  -69]]","[[-84 132]
 [151 -83]
 [-63 182]]",0.5
5094,3,10,24,0.1,0.3,0.8484580226464661,0.6671064783353347,"[[-191  188]
 [-172 -172]
 [-197  123]]","[[ -22  -30]
 [-156   -3]
 [ 145 -150]
 [  87 -142]
 [ 100   36]
 [ -64 -171]
 [ 134 -193]
 [  -2 -141]
 [-172  -16]
 [ -94   24]]",0.8
5099,3,10,24,0.1,0.3,0.8484580226464661,0.6671064783353347,"[[-191  188]
 [-172 -172]
 [-197  123]]","[[ -22  -30]
 [-156   -3]
 [ 145 -150]
 [  87 -142]
 [ 100   36]
 [ -64 -171]
 [ 134 -193]
 [  -2 -141]
 [-172  -16]
 [ -94   24]]",0.8
5168,8,6,24,0.1,0.3,1.0834887594208489,1.0441538841734956,"[[  66  -20]
 [ 169 -166]
 [-120  106]
 [-136 -147]
 [ -87  -36]
 [  71 -157]
 [ -55   60]
 [-161   29]]","[[ -22   39]
 [  77 -153]
 [ -77   18]
 [-119  -64]
 [-101  152]
 [  38  197]]",0.7
5173,8,6,24,0.1,0.3,1.0834887594208489,1.0441538841734956,"[[  66  -20]
 [ 169 -166]
 [-120  106]
 [-136 -147]
 [ -87  -36]
 [  71 -157]
 [ -55   60]
 [-161   29]]","[[ -22   39]
 [  77 -153]
 [ -77   18]
 [-119  -64]
 [-101  152]
 [  38  197]]",0.7
5244,5,6,24,0.1,0.3,1.0845491229560134,1.135828586413107,"[[ 100 -144]
 [ 120  198]
 [-111   31]
 [ -85 -147]
 [ -86  -24]]","[[ 136 -168]
 [ 135 -121]
 [-193   45]
 [-103   42]
 [ 109 -145]
 [  86  178]]",0.7
5249,5,6,24,0.1,0.3,1.0845491229560134,1.135828586413107,"[[ 100 -144]
 [ 120  198]
 [-111   31]
 [ -85 -147]
 [ -86  -24]]","[[ 136 -168]
 [ 135 -121]
 [-193   45]
 [-103   42]
 [ 109 -145]
 [  86  178]]",0.7
5296,4,9,24,0.1,0.3,0.9873548931236982,0.8739761201707715,"[[ 165  120]
 [  22 -177]
 [ 107 -113]
 [  72  -14]]","[[  73  -36]
 [ -12   49]
 [-142   82]
 [  36  -79]
 [ -48   58]
 [-118   52]
 [ -83  121]
 [  87 -119]
 [ 163  -57]]",0.7
5297,4,9,24,0.1,0.3,0.9873548931236982,0.8739761201707715,"[[ 165  120]
 [  22 -177]
 [ 107 -113]
 [  72  -14]]","[[  73  -36]
 [ -12   49]
 [-142   82]
 [  36  -79]
 [ -48   58]
 [-118   52]
 [ -83  121]
 [  87 -119]
 [ 163  -57]]",0.7
5408,4,1,24,0.1,0.3,1.017332553783708,0.0,"[[ 155   85]
 [  27 -198]
 [ -53 -137]
 [-158  158]]",[[ 196 -160]],0.4
5409,4,1,24,0.1,0.3,1.017332553783708,0.0,"[[ 155   85]
 [  27 -198]
 [ -53 -137]
 [-158  158]]",[[ 196 -160]],0.4
5542,4,9,24,0.1,0.3,0.9054104468764927,0.8298258675975223,"[[-187 -200]
 [-189 -191]
 [-143  -56]
 [  93   38]]","[[ -17 -179]
 [ 190   41]
 [  93 -150]
 [ -52  -74]
 [  91  -13]
 [ -99   62]
 [ 124  -89]
 [-151  -18]
 [ 153   67]]",0.3
5543,4,9,24,0.1,0.3,0.9054104468764927,0.8298258675975223,"[[-187 -200]
 [-189 -191]
 [-143  -56]
 [  93   38]]","[[ -17 -179]
 [ 190   41]
 [  93 -150]
 [ -52  -74]
 [  91  -13]
 [ -99   62]
 [ 124  -89]
 [-151  -18]
 [ 153   67]]",0.3
5654,6,3,24,0.1,0.3,1.0856060810310824,1.24652058911562,"[[-137   38]
 [  17   91]
 [ -74 -113]
 [-180  111]
 [-108  178]
 [-192  -78]]","[[-150 -140]
 [  -3   39]
 [ -59  134]]",0.3
5659,6,3,24,0.1,0.3,1.0856060810310824,1.24652058911562,"[[-137   38]
 [  17   91]
 [ -74 -113]
 [-180  111]
 [-108  178]
 [-192  -78]]","[[-150 -140]
 [  -3   39]
 [ -59  134]]",0.3
5672,9,3,24,0.1,0.3,0.9340004337764692,1.3330103882202216,"[[  52  148]
 [  48 -148]
 [  70  -68]
 [  26  163]
 [   9  -41]
 [ 162  -72]
 [  38    9]
 [-175   52]
 [  24 -154]]","[[  44  -16]
 [-173 -197]
 [ 155   24]]",0.2
5677,9,3,24,0.1,0.3,0.9340004337764692,1.3330103882202216,"[[  52  148]
 [  48 -148]
 [  70  -68]
 [  26  163]
 [   9  -41]
 [ 162  -72]
 [  38    9]
 [-175   52]
 [  24 -154]]","[[  44  -16]
 [-173 -197]
 [ 155   24]]",0.2
5789,7,1,24,0.1,0.3,1.1322247980294895,0.0,"[[ 144 -148]
 [-113  -39]
 [ 109  168]
 [-200 -168]
 [-109  116]
 [ 166 -197]
 [ 127  -62]]",[[-142   47]],0.2
5794,7,1,24,0.1,0.3,1.1322247980294895,0.0,"[[ 144 -148]
 [-113  -39]
 [ 109  168]
 [-200 -168]
 [-109  116]
 [ 166 -197]
 [ 127  -62]]",[[-142   47]],0.2
5867,1,4,24,0.1,0.3,0.0,0.9116057517665944,[[-170  127]],"[[ 100  146]
 [  44  153]
 [ 171  -14]
 [-168  -14]]",0.6
5872,1,4,24,0.1,0.3,0.0,0.9116057517665944,[[-170  127]],"[[ 100  146]
 [  44  153]
 [ 171  -14]
 [-168  -14]]",0.6
5909,3,3,24,0.1,0.3,1.440471251005588,0.5079662330290821,"[[-153   34]
 [ 192  -18]
 [-196  104]]","[[-124  -64]
 [ -85 -110]
 [-138   25]]",0.8
5914,3,3,24,0.1,0.3,1.440471251005588,0.5079662330290821,"[[-153   34]
 [ 192  -18]
 [-196  104]]","[[-124  -64]
 [ -85 -110]
 [-138   25]]",0.8
5987,1,2,24,0.1,0.3,0.0,1.4105414475653364,[[113  86]],"[[-187  138]
 [  69 -107]]",0.4
5992,1,2,24,0.1,0.3,0.0,1.4105414475653364,[[113  86]],"[[-187  138]
 [  69 -107]]",0.4
6126,1,5,24,0.1,0.3,0.0,0.8574223237024334,[[ 80 200]],"[[ 103 -152]
 [ 140   78]
 [ 165  116]
 [ -60   18]
 [ 111 -178]]",0.5
6131,1,5,24,0.1,0.3,0.0,0.8574223237024334,[[ 80 200]],"[[ 103 -152]
 [ 140   78]
 [ 165  116]
 [ -60   18]
 [ 111 -178]]",0.5
6160,6,1,24,0.1,0.3,1.049426454704721,0.0,"[[-113 -142]
 [  20 -141]
 [ 151   55]
 [ -93 -191]
 [ 160  167]
 [   7  164]]",[[  85 -197]],0.4
6165,6,1,24,0.1,0.3,1.049426454704721,0.0,"[[-113 -142]
 [  20 -141]
 [ 151   55]
 [ -93 -191]
 [ 160  167]
 [   7  164]]",[[  85 -197]],0.4
